dataset,query_id,policy,work_budget,dense_depth,sparse_depth,actual_work,dense_work_share,absolute_depth_gap,certified_k_cap100,certified_at_least_100,next_certificate_gap,seen_candidates,returned_ndcg_at10,full_ndcg_at10,ndcg_retention,returned_recall_at100,full_recall_at100,recall_retention
msmarco-passage-trec-dl-2019,264014,allocation-grid-oracle,256,128,128,256,0.5,0,21,0,-8.88090580701828e-05,205,0.6309708028784059,0.6309708028784059,1.0,0.0947867298578199,0.3981042654028436,0.23809523809523808
msmarco-passage-trec-dl-2019,264014,allocation-grid-oracle,512,256,256,512,0.5,0,40,0,-0.00024053454399108887,407,0.6309708028784059,0.6309708028784059,1.0,0.17535545023696683,0.3981042654028436,0.44047619047619047
msmarco-passage-trec-dl-2019,264014,allocation-grid-oracle,1024,768,256,1024,0.75,512,60,0,-0.00020989961922168732,890,0.6309708028784059,0.6309708028784059,1.0,0.2559241706161137,0.3981042654028436,0.6428571428571428
msmarco-passage-trec-dl-2019,264014,allocation-grid-oracle,2048,1664,384,2048,0.8125,1280,66,0,-0.0002793259918689728,1859,0.6309708028784059,0.6309708028784059,1.0,0.2843601895734597,0.3981042654028436,0.7142857142857143
msmarco-passage-trec-dl-2019,264014,allocation-grid-oracle,4096,3648,448,4096,0.890625,3200,68,0,-5.662254989147186e-05,3873,0.6309708028784059,0.6309708028784059,1.0,0.2843601895734597,0.3981042654028436,0.7142857142857143
msmarco-passage-trec-dl-2019,264014,allocation-grid-oracle,8192,5000,3192,8192,0.6103515625,1808,85,0,-0.00013730023056268692,7556,0.6309708028784059,0.6309708028784059,1.0,0.3459715639810427,0.3981042654028436,0.8690476190476191
msmarco-passage-trec-dl-2019,264014,allocation-grid-oracle,10000,5000,5000,10000,0.5,0,85,0,-0.00013730023056268692,9133,0.6309708028784059,0.6309708028784059,1.0,0.3459715639810427,0.3981042654028436,0.8690476190476191
msmarco-passage-trec-dl-2019,1121402,balanced,128,64,64,128,0.5,0,22,0,-0.00021996162831783295,99,0.9537125187088151,0.9537125187088151,1.0,0.4782608695652174,0.9565217391304348,0.5
msmarco-passage-trec-dl-2019,1121402,balanced,256,128,128,256,0.5,0,30,0,-0.0010519102215766907,220,0.9537125187088151,0.9537125187088151,1.0,0.6521739130434783,0.9565217391304348,0.6818181818181818
msmarco-passage-trec-dl-2019,1121402,balanced,512,256,256,512,0.5,0,32,0,-0.00020268000662326813,468,0.9537125187088151,0.9537125187088151,1.0,0.6956521739130435,0.9565217391304348,0.7272727272727272
msmarco-passage-trec-dl-2019,1121402,balanced,1024,512,512,1024,0.5,0,34,0,-0.00020499899983406067,954,0.9537125187088151,0.9537125187088151,1.0,0.717391304347826,0.9565217391304348,0.7499999999999999
msmarco-passage-trec-dl-2019,1121402,balanced,2048,1024,1024,2048,0.5,0,36,0,-0.0005038157105445862,1936,0.9537125187088151,0.9537125187088151,1.0,0.7608695652173914,0.9565217391304348,0.7954545454545455
msmarco-passage-trec-dl-2019,1121402,balanced,4096,2048,2048,4096,0.5,0,47,0,-0.00024216528981924057,3913,0.9537125187088151,0.9537125187088151,1.0,0.8695652173913043,0.9565217391304348,0.9090909090909091
msmarco-passage-trec-dl-2019,1121402,balanced,8192,4096,4096,8192,0.5,0,47,0,-8.39773565530777e-06,7900,0.9537125187088151,0.9537125187088151,1.0,0.8695652173913043,0.9565217391304348,0.9090909090909091
msmarco-passage-trec-dl-2019,1121402,balanced,10000,5000,5000,10000,0.5,0,51,0,-0.00017465651035308838,9652,0.9537125187088151,0.9537125187088151,1.0,0.9130434782608695,0.9565217391304348,0.9545454545454545
msmarco-passage-trec-dl-2019,1121402,blocker,128,64,64,128,0.5,0,22,0,-0.00021996162831783295,99,0.9537125187088151,0.9537125187088151,1.0,0.4782608695652174,0.9565217391304348,0.5
msmarco-passage-trec-dl-2019,1121402,blocker,256,128,128,256,0.5,0,30,0,-0.0010519102215766907,220,0.9537125187088151,0.9537125187088151,1.0,0.6521739130434783,0.9565217391304348,0.6818181818181818
msmarco-passage-trec-dl-2019,1121402,blocker,512,384,128,512,0.75,256,34,0,-0.0007089991122484207,470,0.9537125187088151,0.9537125187088151,1.0,0.717391304347826,0.9565217391304348,0.7499999999999999
msmarco-passage-trec-dl-2019,1121402,blocker,1024,832,192,1024,0.8125,640,36,0,-0.0007023829966783524,972,0.9537125187088151,0.9537125187088151,1.0,0.7608695652173914,0.9565217391304348,0.7954545454545455
msmarco-passage-trec-dl-2019,1121402,blocker,2048,1728,320,2048,0.84375,1408,39,0,-0.0006323279812932014,1972,0.9537125187088151,0.9537125187088151,1.0,0.8043478260869565,0.9565217391304348,0.8409090909090909
msmarco-passage-trec-dl-2019,1121402,blocker,4096,2304,1792,4096,0.5625,512,47,0,-0.00019079353660345078,3904,0.9537125187088151,0.9537125187088151,1.0,0.8695652173913043,0.9565217391304348,0.9090909090909091
msmarco-passage-trec-dl-2019,1121402,blocker,8192,4608,3584,8192,0.5625,1024,51,0,-0.0002514515072107315,7892,0.9537125187088151,0.9537125187088151,1.0,0.9130434782608695,0.9565217391304348,0.9545454545454545
msmarco-passage-trec-dl-2019,1121402,blocker,10000,5000,5000,10000,0.5,0,51,0,-0.00017465651035308838,9652,0.9537125187088151,0.9537125187088151,1.0,0.9130434782608695,0.9565217391304348,0.9545454545454545
msmarco-passage-trec-dl-2019,1121402,pressure,128,64,64,128,0.5,0,22,0,-0.00021996162831783295,99,0.9537125187088151,0.9537125187088151,1.0,0.4782608695652174,0.9565217391304348,0.5
msmarco-passage-trec-dl-2019,1121402,pressure,256,128,128,256,0.5,0,30,0,-0.0010519102215766907,220,0.9537125187088151,0.9537125187088151,1.0,0.6521739130434783,0.9565217391304348,0.6818181818181818
msmarco-passage-trec-dl-2019,1121402,pressure,512,384,128,512,0.75,256,34,0,-0.0007089991122484207,470,0.9537125187088151,0.9537125187088151,1.0,0.717391304347826,0.9565217391304348,0.7499999999999999
msmarco-passage-trec-dl-2019,1121402,pressure,1024,832,192,1024,0.8125,640,36,0,-0.0007023829966783524,972,0.9537125187088151,0.9537125187088151,1.0,0.7608695652173914,0.9565217391304348,0.7954545454545455
msmarco-passage-trec-dl-2019,1121402,pressure,2048,1728,320,2048,0.84375,1408,39,0,-0.0006323279812932014,1972,0.9537125187088151,0.9537125187088151,1.0,0.8043478260869565,0.9565217391304348,0.8409090909090909
msmarco-passage-trec-dl-2019,1121402,pressure,4096,2048,2048,4096,0.5,0,47,0,-0.00024216528981924057,3913,0.9537125187088151,0.9537125187088151,1.0,0.8695652173913043,0.9565217391304348,0.9090909090909091
msmarco-passage-trec-dl-2019,1121402,pressure,8192,4608,3584,8192,0.5625,1024,51,0,-0.0002514515072107315,7892,0.9537125187088151,0.9537125187088151,1.0,0.9130434782608695,0.9565217391304348,0.9545454545454545
msmarco-passage-trec-dl-2019,1121402,pressure,10000,5000,5000,10000,0.5,0,51,0,-0.00017465651035308838,9652,0.9537125187088151,0.9537125187088151,1.0,0.9130434782608695,0.9565217391304348,0.9545454545454545
msmarco-passage-trec-dl-2019,1121402,allocation-grid-oracle,128,64,64,128,0.5,0,22,0,-0.00021996162831783295,99,0.9537125187088151,0.9537125187088151,1.0,0.4782608695652174,0.9565217391304348,0.5
msmarco-passage-trec-dl-2019,1121402,allocation-grid-oracle,256,128,128,256,0.5,0,30,0,-0.0010519102215766907,220,0.9537125187088151,0.9537125187088151,1.0,0.6521739130434783,0.9565217391304348,0.6818181818181818
msmarco-passage-trec-dl-2019,1121402,allocation-grid-oracle,512,384,128,512,0.75,256,34,0,-0.0007089991122484207,470,0.9537125187088151,0.9537125187088151,1.0,0.717391304347826,0.9565217391304348,0.7499999999999999
msmarco-passage-trec-dl-2019,1121402,allocation-grid-oracle,1024,832,192,1024,0.8125,640,36,0,-0.0007023829966783524,972,0.9537125187088151,0.9537125187088151,1.0,0.7608695652173914,0.9565217391304348,0.7954545454545455
msmarco-passage-trec-dl-2019,1121402,allocation-grid-oracle,2048,1728,320,2048,0.84375,1408,39,0,-0.0006323279812932014,1972,0.9537125187088151,0.9537125187088151,1.0,0.8043478260869565,0.9565217391304348,0.8409090909090909
msmarco-passage-trec-dl-2019,1121402,allocation-grid-oracle,4096,2304,1792,4096,0.5625,512,47,0,-0.00019079353660345078,3904,0.9537125187088151,0.9537125187088151,1.0,0.8695652173913043,0.9565217391304348,0.9090909090909091
msmarco-passage-trec-dl-2019,1121402,allocation-grid-oracle,8192,4664,3528,8192,0.5693359375,1136,51,0,-0.0002557346597313881,7890,0.9537125187088151,0.9537125187088151,1.0,0.9130434782608695,0.9565217391304348,0.9545454545454545
msmarco-passage-trec-dl-2019,1121402,allocation-grid-oracle,10000,5000,5000,10000,0.5,0,51,0,-0.00017465651035308838,9652,0.9537125187088151,0.9537125187088151,1.0,0.9130434782608695,0.9565217391304348,0.9545454545454545
msmarco-passage-trec-dl-2019,962179,balanced,128,64,64,128,0.5,0,2,0,-0.00011626444756984711,116,0.35895421017163476,0.9305687780632228,0.38573635676743867,0.08,0.88,0.09090909090909091
msmarco-passage-trec-dl-2019,962179,balanced,256,128,128,256,0.5,0,7,0,-2.4752691388130188e-05,220,0.8006937664098821,0.9305687780632228,0.8604348064163002,0.28,0.88,0.31818181818181823
msmarco-passage-trec-dl-2019,962179,balanced,512,256,256,512,0.5,0,14,0,-0.0002975575625896454,435,0.9305687780632228,0.9305687780632228,1.0,0.44,0.88,0.5
msmarco-passage-trec-dl-2019,962179,balanced,1024,512,512,1024,0.5,0,18,0,-0.00038674846291542053,891,0.9305687780632228,0.9305687780632228,1.0,0.52,0.88,0.5909090909090909
msmarco-passage-trec-dl-2019,962179,balanced,2048,1024,1024,2048,0.5,0,31,0,-9.509921073913574e-05,1877,0.9305687780632228,0.9305687780632228,1.0,0.68,0.88,0.7727272727272728
msmarco-passage-trec-dl-2019,962179,balanced,4096,2048,2048,4096,0.5,0,37,0,-9.318813681602478e-06,3863,0.9305687780632228,0.9305687780632228,1.0,0.72,0.88,0.8181818181818181
msmarco-passage-trec-dl-2019,962179,balanced,8192,4096,4096,8192,0.5,0,39,0,-8.82316380739212e-05,7853,0.9305687780632228,0.9305687780632228,1.0,0.76,0.88,0.8636363636363636
msmarco-passage-trec-dl-2019,962179,balanced,10000,5000,5000,10000,0.5,0,39,0,-4.5243650674819946e-05,9621,0.9305687780632228,0.9305687780632228,1.0,0.76,0.88,0.8636363636363636
msmarco-passage-trec-dl-2019,962179,blocker,128,64,64,128,0.5,0,2,0,-0.00011626444756984711,116,0.35895421017163476,0.9305687780632228,0.38573635676743867,0.08,0.88,0.09090909090909091
msmarco-passage-trec-dl-2019,962179,blocker,256,128,128,256,0.5,0,7,0,-2.4752691388130188e-05,220,0.8006937664098821,0.9305687780632228,0.8604348064163002,0.28,0.88,0.31818181818181823
msmarco-passage-trec-dl-2019,962179,blocker,512,320,192,512,0.625,128,14,0,-5.9586018323898315e-05,448,0.9305687780632228,0.9305687780632228,1.0,0.44,0.88,0.5
msmarco-passage-trec-dl-2019,962179,blocker,1024,704,320,1024,0.6875,384,19,0,-0.00010268576443195343,913,0.9305687780632228,0.9305687780632228,1.0,0.56,0.88,0.6363636363636365
msmarco-passage-trec-dl-2019,962179,blocker,2048,1664,384,2048,0.8125,1280,34,0,-5.368143320083618e-06,1883,0.9305687780632228,0.9305687780632228,1.0,0.72,0.88,0.8181818181818181
msmarco-passage-trec-dl-2019,962179,blocker,4096,3712,384,4096,0.90625,3328,39,0,-0.00011272728443145752,3882,0.9305687780632228,0.9305687780632228,1.0,0.76,0.88,0.8636363636363636
msmarco-passage-trec-dl-2019,962179,blocker,8192,5000,3192,8192,0.6103515625,1808,39,0,-4.5243650674819946e-05,7842,0.9305687780632228,0.9305687780632228,1.0,0.76,0.88,0.8636363636363636
msmarco-passage-trec-dl-2019,962179,blocker,10000,5000,5000,10000,0.5,0,39,0,-4.5243650674819946e-05,9621,0.9305687780632228,0.9305687780632228,1.0,0.76,0.88,0.8636363636363636
msmarco-passage-trec-dl-2019,962179,pressure,128,64,64,128,0.5,0,2,0,-0.00011626444756984711,116,0.35895421017163476,0.9305687780632228,0.38573635676743867,0.08,0.88,0.09090909090909091
msmarco-passage-trec-dl-2019,962179,pressure,256,128,128,256,0.5,0,7,0,-2.4752691388130188e-05,220,0.8006937664098821,0.9305687780632228,0.8604348064163002,0.28,0.88,0.31818181818181823
msmarco-passage-trec-dl-2019,962179,pressure,512,320,192,512,0.625,128,14,0,-5.9586018323898315e-05,448,0.9305687780632228,0.9305687780632228,1.0,0.44,0.88,0.5
msmarco-passage-trec-dl-2019,962179,pressure,1024,704,320,1024,0.6875,384,19,0,-0.00010268576443195343,913,0.9305687780632228,0.9305687780632228,1.0,0.56,0.88,0.6363636363636365
msmarco-passage-trec-dl-2019,962179,pressure,2048,1664,384,2048,0.8125,1280,34,0,-5.368143320083618e-06,1883,0.9305687780632228,0.9305687780632228,1.0,0.72,0.88,0.8181818181818181
msmarco-passage-trec-dl-2019,962179,pressure,4096,3712,384,4096,0.90625,3328,39,0,-0.00011272728443145752,3882,0.9305687780632228,0.9305687780632228,1.0,0.76,0.88,0.8636363636363636
msmarco-passage-trec-dl-2019,962179,pressure,8192,5000,3192,8192,0.6103515625,1808,39,0,-4.5243650674819946e-05,7842,0.9305687780632228,0.9305687780632228,1.0,0.76,0.88,0.8636363636363636
msmarco-passage-trec-dl-2019,962179,pressure,10000,5000,5000,10000,0.5,0,39,0,-4.5243650674819946e-05,9621,0.9305687780632228,0.9305687780632228,1.0,0.76,0.88,0.8636363636363636
msmarco-passage-trec-dl-2019,962179,allocation-grid-oracle,128,64,64,128,0.5,0,2,0,-0.00011626444756984711,116,0.35895421017163476,0.9305687780632228,0.38573635676743867,0.08,0.88,0.09090909090909091
msmarco-passage-trec-dl-2019,962179,allocation-grid-oracle,256,128,128,256,0.5,0,7,0,-2.4752691388130188e-05,220,0.8006937664098821,0.9305687780632228,0.8604348064163002,0.28,0.88,0.31818181818181823
msmarco-passage-trec-dl-2019,962179,allocation-grid-oracle,512,320,192,512,0.625,128,14,0,-5.9586018323898315e-05,448,0.9305687780632228,0.9305687780632228,1.0,0.44,0.88,0.5
msmarco-passage-trec-dl-2019,962179,allocation-grid-oracle,1024,704,320,1024,0.6875,384,19,0,-0.00010268576443195343,913,0.9305687780632228,0.9305687780632228,1.0,0.56,0.88,0.6363636363636365
msmarco-passage-trec-dl-2019,962179,allocation-grid-oracle,2048,1664,384,2048,0.8125,1280,34,0,-5.368143320083618e-06,1883,0.9305687780632228,0.9305687780632228,1.0,0.72,0.88,0.8181818181818181
msmarco-passage-trec-dl-2019,962179,allocation-grid-oracle,4096,3712,384,4096,0.90625,3328,39,0,-0.00011272728443145752,3882,0.9305687780632228,0.9305687780632228,1.0,0.76,0.88,0.8636363636363636
msmarco-passage-trec-dl-2019,962179,allocation-grid-oracle,8192,5000,3192,8192,0.6103515625,1808,39,0,-4.5243650674819946e-05,7842,0.9305687780632228,0.9305687780632228,1.0,0.76,0.88,0.8636363636363636
msmarco-passage-trec-dl-2019,962179,allocation-grid-oracle,10000,5000,5000,10000,0.5,0,39,0,-4.5243650674819946e-05,9621,0.9305687780632228,0.9305687780632228,1.0,0.76,0.88,0.8636363636363636
msmarco-passage-trec-dl-2019,1117099,balanced,128,64,64,128,0.5,0,12,0,-0.0004053562879562378,106,1.0,1.0,1.0,0.10084033613445378,0.2857142857142857,0.35294117647058826
msmarco-passage-trec-dl-2019,1117099,balanced,256,128,128,256,0.5,0,24,0,-0.0010299328714609146,222,1.0,1.0,1.0,0.19327731092436976,0.2857142857142857,0.6764705882352942
msmarco-passage-trec-dl-2019,1117099,balanced,512,256,256,512,0.5,0,26,0,-2.7302652597427368e-05,457,1.0,1.0,1.0,0.21008403361344538,0.2857142857142857,0.7352941176470589
msmarco-passage-trec-dl-2019,1117099,balanced,1024,512,512,1024,0.5,0,28,0,-0.0007964037358760834,928,1.0,1.0,1.0,0.2184873949579832,0.2857142857142857,0.7647058823529412
msmarco-passage-trec-dl-2019,1117099,balanced,2048,1024,1024,2048,0.5,0,29,0,-7.082708179950714e-05,1795,1.0,1.0,1.0,0.226890756302521,0.2857142857142857,0.7941176470588236
msmarco-passage-trec-dl-2019,1117099,balanced,4096,2048,2048,4096,0.5,0,35,0,-0.00019440241158008575,3476,1.0,1.0,1.0,0.24369747899159663,0.2857142857142857,0.8529411764705883
msmarco-passage-trec-dl-2019,1117099,balanced,8192,4096,4096,8192,0.5,0,38,0,-1.4472752809524536e-05,6937,1.0,1.0,1.0,0.25210084033613445,0.2857142857142857,0.8823529411764706
msmarco-passage-trec-dl-2019,1117099,balanced,10000,5000,5000,10000,0.5,0,39,0,-0.00016440916806459427,8545,1.0,1.0,1.0,0.25210084033613445,0.2857142857142857,0.8823529411764706
msmarco-passage-trec-dl-2019,1117099,blocker,128,64,64,128,0.5,0,12,0,-0.0004053562879562378,106,1.0,1.0,1.0,0.10084033613445378,0.2857142857142857,0.35294117647058826
msmarco-passage-trec-dl-2019,1117099,blocker,256,128,128,256,0.5,0,24,0,-0.0010299328714609146,222,1.0,1.0,1.0,0.19327731092436976,0.2857142857142857,0.6764705882352942
msmarco-passage-trec-dl-2019,1117099,blocker,512,320,192,512,0.625,128,27,0,-4.2790547013282776e-05,457,1.0,1.0,1.0,0.21008403361344538,0.2857142857142857,0.7352941176470589
msmarco-passage-trec-dl-2019,1117099,blocker,1024,832,192,1024,0.8125,640,28,0,-0.00016922876238822937,942,1.0,1.0,1.0,0.2184873949579832,0.2857142857142857,0.7647058823529412
msmarco-passage-trec-dl-2019,1117099,blocker,2048,1728,320,2048,0.84375,1408,34,0,-7.920525968074799e-05,1914,1.0,1.0,1.0,0.23529411764705882,0.2857142857142857,0.823529411764706
msmarco-passage-trec-dl-2019,1117099,blocker,4096,3776,320,4096,0.921875,3456,38,0,-3.4545548260211945e-05,3935,1.0,1.0,1.0,0.25210084033613445,0.2857142857142857,0.8823529411764706
msmarco-passage-trec-dl-2019,1117099,blocker,8192,5000,3192,8192,0.6103515625,1808,39,0,-0.00016440916806459427,7112,1.0,1.0,1.0,0.25210084033613445,0.2857142857142857,0.8823529411764706
msmarco-passage-trec-dl-2019,1117099,blocker,10000,5000,5000,10000,0.5,0,39,0,-0.00016440916806459427,8545,1.0,1.0,1.0,0.25210084033613445,0.2857142857142857,0.8823529411764706
msmarco-passage-trec-dl-2019,1117099,pressure,128,64,64,128,0.5,0,12,0,-0.0004053562879562378,106,1.0,1.0,1.0,0.10084033613445378,0.2857142857142857,0.35294117647058826
msmarco-passage-trec-dl-2019,1117099,pressure,256,128,128,256,0.5,0,24,0,-0.0010299328714609146,222,1.0,1.0,1.0,0.19327731092436976,0.2857142857142857,0.6764705882352942
msmarco-passage-trec-dl-2019,1117099,pressure,512,320,192,512,0.625,128,27,0,-4.2790547013282776e-05,457,1.0,1.0,1.0,0.21008403361344538,0.2857142857142857,0.7352941176470589
msmarco-passage-trec-dl-2019,1117099,pressure,1024,832,192,1024,0.8125,640,28,0,-0.00016922876238822937,942,1.0,1.0,1.0,0.2184873949579832,0.2857142857142857,0.7647058823529412
msmarco-passage-trec-dl-2019,1117099,pressure,2048,1728,320,2048,0.84375,1408,34,0,-7.920525968074799e-05,1914,1.0,1.0,1.0,0.23529411764705882,0.2857142857142857,0.823529411764706
msmarco-passage-trec-dl-2019,1117099,pressure,4096,3776,320,4096,0.921875,3456,38,0,-3.4545548260211945e-05,3935,1.0,1.0,1.0,0.25210084033613445,0.2857142857142857,0.8823529411764706
msmarco-passage-trec-dl-2019,1117099,pressure,8192,5000,3192,8192,0.6103515625,1808,39,0,-0.00016440916806459427,7112,1.0,1.0,1.0,0.25210084033613445,0.2857142857142857,0.8823529411764706
msmarco-passage-trec-dl-2019,1117099,pressure,10000,5000,5000,10000,0.5,0,39,0,-0.00016440916806459427,8545,1.0,1.0,1.0,0.25210084033613445,0.2857142857142857,0.8823529411764706
msmarco-passage-trec-dl-2019,1117099,allocation-grid-oracle,128,64,64,128,0.5,0,12,0,-0.0004053562879562378,106,1.0,1.0,1.0,0.10084033613445378,0.2857142857142857,0.35294117647058826
msmarco-passage-trec-dl-2019,1117099,allocation-grid-oracle,256,128,128,256,0.5,0,24,0,-0.0010299328714609146,222,1.0,1.0,1.0,0.19327731092436976,0.2857142857142857,0.6764705882352942
msmarco-passage-trec-dl-2019,1117099,allocation-grid-oracle,512,320,192,512,0.625,128,27,0,-4.2790547013282776e-05,457,1.0,1.0,1.0,0.21008403361344538,0.2857142857142857,0.7352941176470589
msmarco-passage-trec-dl-2019,1117099,allocation-grid-oracle,1024,832,192,1024,0.8125,640,28,0,-0.00016922876238822937,942,1.0,1.0,1.0,0.2184873949579832,0.2857142857142857,0.7647058823529412
msmarco-passage-trec-dl-2019,1117099,allocation-grid-oracle,2048,1728,320,2048,0.84375,1408,34,0,-7.920525968074799e-05,1914,1.0,1.0,1.0,0.23529411764705882,0.2857142857142857,0.823529411764706
